acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,knee_angle,label
2.9291597877513738,0.6227931625378091,-2.29931793580589,1.744780148002454,-0.3942267120383291,1.4492980716827926,41.397460756013515,Walk (Safe)
-2.296457300814607,0.507353227773516,-0.9160778403222678,-0.5882469195613296,0.9627077636159787,-0.774241179621952,113.202808261635,Unsafe Bend
-0.3103839310961324,-0.23236202016473873,-1.5997743724929891,-0.2451156633347365,-0.035638408854397105,0.6400477185126273,81.4576940780763,Walk (Safe)
2.069360824609547,0.8656726284376,-1.3295797378958683,1.3506621699765797,0.4815882574992749,-0.6757652204938783,61.025359749074156,Walk (Safe)
1.5223763110641568,-2.939146982158445,0.7709413772532012,-0.31764491131852446,-1.3046724078805734,-0.27221442599919443,105.42159631943441,Unsafe Bend
0.999679567494801,0.3177469152954379,-0.6914747741345276,-3.3346239523769436,0.17261631711700537,-1.4797907012446982,129.26946974328135,Unsafe Bend
2.3098727479115935,-0.11090632662515437,-0.26226474185403603,-0.17235564271640064,-1.1077840421576954,1.142604681034677,39.0069206237662,Walk (Safe)
-0.7628365815578357,-1.1555603628693722,1.6783774679835453,-0.3806615837460916,-0.794200128610735,-1.3238307783486107,14.03216593024733,Stand
1.4540286363931407,-1.2429327327961543,0.4292285330509955,0.3766070256192858,-0.4295462173338013,1.5814792766734354,94.78390600398795,Sit
0.04340939513299674,0.329066329684363,0.23537098450330138,0.00425247148280239,-0.11933062802551056,-0.06967899637018514,-0.18829450626458244,Stationary
1.1021249210686963,0.765666821272556,-0.6247724978926346,-0.39460274213095275,0.815299132868459,0.4630991511686051,12.593746164267598,Stand
2.569931734946686,1.1441816758334578,0.2800293105089097,1.408212776503858,-0.589471004672554,0.6152926782995343,46.849494338407276,Walk (Safe)
3.984550024972757,-0.5645340909882393,-1.0304351827820188,-0.5033226787705505,1.63423937698702,1.185566953671584,75.6082284954471,Jerky Movement
-0.25676010003799477,-0.060847055543389414,2.3426392412959673,-1.8258658486911867,-1.1196482079303156,2.3112500430601806,-0.7048662358092679,Stand
1.2325512634946794,-1.2129102623170107,-0.47378611136436827,0.11758304840710743,1.2810270225479397,2.576131758435957,34.14314745091834,Unsafe Twist
0.6397761310403581,-0.4153695593755249,-0.9754740324082606,1.2764326308730911,-3.0690047461291474,0.20960797512343896,42.21156242819339,Jerky Movement
-0.6412854888695118,0.3485888070844383,-0.6417186928488405,1.5705993561218,-0.9367825949177667,3.303650300989248,44.96447078738124,Unsafe Twist
0.6474630900505727,-1.600394160696861,0.5894473674590508,-0.2690695562467637,-0.6752157092795747,4.358710410664107,42.840851468593556,Unsafe Twist
3.4693440680804284,3.358644823322805,-0.9108466402278983,0.5596364017264629,0.5823781475648436,0.17323424187546427,67.05220694056564,Walk (Safe)
-1.987391841726721,-1.7399013050637577,1.7374574693397065,1.9433558567785791,-0.2998027669318624,-0.09064742977409294,16.589734685124153,Stand
-2.5132686779030395,-1.2179663223016077,-0.7746093782423169,-2.101044173514973,-1.1037064529799139,-0.2964788162243776,84.40416779242868,Sit
-0.27227129636864406,-1.3723447040683472,-0.855435506750518,-0.6326634094776757,0.22353196129760866,0.4912302597506141,100.19811359931302,Sit
1.4604844360615714,2.5594099286588725,0.5454135740778205,-0.8589595914498755,-0.3566016565874295,-0.6293172160042053,54.27865100572765,Walk (Safe)
